dispute_id,transaction_id,dispute_date,txn_amount_inr,reason_code,card_network,issuing_bank,merchant_category,three_ds_status,courier_status,carrier,signed_pod,ip_geo_match,device_fingerprint_match,billing_shipping_match,customer_past_dispute_count,prior_undisputed_txns,txn_age_days,days_to_deadline,dispute_outcome
dsp_00282,pay_01a46b5e939f,2025-04-10 22:00:00,13005.95,VISA_10_4_FRAUD,VISA,SBI,DIGITAL_SAAS,N_NOT_ENROLLED,NOT_APPLICABLE,NONE,False,False,True,False,5,2,32,4,0
dsp_00283,pay_86633d79733c,2025-04-10 16:00:00,1241.84,VISA_13_3_DEFECTIVE,VISA,CITI_INTL,TRAVEL_HOTEL,Y_AUTHENTICATED,IN_TRANSIT,FEDEX_INTL,False,True,True,True,2,2,80,3,0
dsp_00284,pay_ac89fe5053db,2025-04-11 00:00:00,1119.16,MC_4853_GOODS_SERVICES,MASTERCARD,AXIS,FASHION_APPAREL,N_NOT_ENROLLED,DELIVERED,DTDC,True,True,True,True,3,2,30,3,1
dsp_00285,pay_66aafc78feeb,2025-04-11 09:00:00,998.55,VISA_10_4_FRAUD,VISA,HDFC,FOOD_DELIVERY,N_NOT_ENROLLED,DELIVERED,FEDEX_INTL,True,True,True,True,3,2,60,2,1
dsp_00286,pay_549f1693fdb9,2025-04-11 21:00:00,73586.34,VISA_13_3_DEFECTIVE,VISA,AMEX_INTL,FASHION_APPAREL,N_NOT_ENROLLED,IN_TRANSIT,BLUEDART,False,True,True,True,5,6,41,8,1
dsp_00287,pay_c9d6dbd97dc2,2025-04-11 05:00:00,1489.11,MC_4853_GOODS_SERVICES,MASTERCARD,ICICI,TRAVEL_HOTEL,U_UNAVAILABLE,UNKNOWN,FEDEX_INTL,False,True,True,False,0,1,77,10,0
dsp_00288,pay_236673fd32fe,2025-04-12 01:00:00,1952.69,MC_4853_GOODS_SERVICES,MASTERCARD,CITI_INTL,DIGITAL_SAAS,N_NOT_ENROLLED,NOT_APPLICABLE,NONE,False,True,True,True,2,0,60,12,1
dsp_00289,pay_1f8c35c4fd45,2025-04-12 11:00:00,495.34,VISA_13_1_NOT_RECEIVED,VISA,AXIS,FASHION_APPAREL,Y_AUTHENTICATED,RETURNED,DTDC,False,False,False,True,0,1,26,6,0
dsp_00290,pay_0511493458ef,2025-04-12 15:00:00,601.57,MC_4853_GOODS_SERVICES,MASTERCARD,AMEX_INTL,TRAVEL_HOTEL,U_UNAVAILABLE,DELIVERED,FEDEX_INTL,True,True,False,True,0,0,9,11,0
dsp_00291,pay_dbbb99c04e29,2025-04-13 10:00:00,150.0,VISA_10_4_FRAUD,VISA,SBI,ELECTRONICS,U_UNAVAILABLE,DELIVERED,DELHIVERY,True,False,True,True,0,0,63,10,0
dsp_00292,pay_c23efc48334a,2025-04-13 18:00:00,897.25,MC_4837_FRAUD,MASTERCARD,HDFC,ECOMM_RETAIL,Y_AUTHENTICATED,DELIVERED,FEDEX_INTL,False,False,False,True,0,0,71,3,1
dsp_00293,pay_ae4c751e2d4c,2025-04-13 09:00:00,1757.93,VISA_13_1_NOT_RECEIVED,VISA,HDFC,TRAVEL_HOTEL,Y_AUTHENTICATED,IN_TRANSIT,BLUEDART,False,True,False,True,0,4,46,7,1
dsp_00294,pay_359a8f739f3f,2025-04-14 10:00:00,1323.09,MC_4853_GOODS_SERVICES,MASTERCARD,CITI_INTL,DIGITAL_SAAS,U_UNAVAILABLE,NOT_APPLICABLE,NONE,False,False,True,False,0,1,64,6,0
dsp_00295,pay_47b59ae2d3c2,2025-04-14 04:00:00,1164.42,MC_4837_FRAUD,MASTERCARD,SBI,TRAVEL_HOTEL,U_UNAVAILABLE,DELIVERED,DTDC,True,True,False,True,0,2,35,9,0
dsp_00296,pay_308fa3db2511,2025-04-14 03:00:00,2075.92,VISA_13_3_DEFECTIVE,VISA,CITI_INTL,FOOD_DELIVERY,A_ATTEMPTED,UNKNOWN,INDIAPOST,False,True,True,True,5,3,52,2,1
dsp_00297,pay_7016c79d1a07,2025-04-15 11:00:00,17198.26,VISA_13_1_NOT_RECEIVED,VISA,KOTAK,TRAVEL_HOTEL,Y_AUTHENTICATED,UNKNOWN,BLUEDART,False,False,False,True,5,6,76,9,1
dsp_00298,pay_ea83cb1d4899,2025-04-15 04:00:00,18215.27,MC_4853_GOODS_SERVICES,MASTERCARD,HDFC,FASHION_APPAREL,A_ATTEMPTED,RETURNED,INDIAPOST,False,True,True,True,5,0,75,6,1
dsp_00299,pay_d59d439f4afe,2025-04-15 00:00:00,4209.2,VISA_13_3_DEFECTIVE,VISA,KOTAK,TRAVEL_HOTEL,A_ATTEMPTED,RETURNED,DTDC,False,True,True,True,0,0,32,5,0
dsp_00300,pay_6dbf1227b5c5,2025-04-15 21:00:00,373.14,MC_4837_FRAUD,MASTERCARD,AXIS,DIGITAL_SAAS,A_ATTEMPTED,NOT_APPLICABLE,NONE,False,False,True,True,0,4,78,7,0
dsp_00301,pay_0e910361eb7a,2025-04-16 06:00:00,3500.01,VISA_13_1_NOT_RECEIVED,VISA,AMEX_INTL,DIGITAL_SAAS,N_NOT_ENROLLED,NOT_APPLICABLE,NONE,False,True,True,False,5,2,55,11,1
dsp_00302,pay_213240adae59,2025-04-16 12:00:00,8708.44,MC_4837_FRAUD,MASTERCARD,AMEX_INTL,ECOMM_RETAIL,A_ATTEMPTED,IN_TRANSIT,FEDEX_INTL,False,True,False,True,5,0,29,5,0
dsp_00303,pay_db3e25e10983,2025-04-16 03:00:00,1719.59,MC_4853_GOODS_SERVICES,MASTERCARD,CITI_INTL,TRAVEL_HOTEL,Y_AUTHENTICATED,DELIVERED,DELHIVERY,False,True,False,True,2,1,81,13,1
dsp_00304,pay_5eb0ce5c7fbe,2025-04-17 19:00:00,3094.12,VISA_13_3_DEFECTIVE,VISA,CITI_INTL,ECOMM_RETAIL,A_ATTEMPTED,DELIVERED,FEDEX_INTL,True,True,False,False,1,4,79,11,1
dsp_00305,pay_a2b81bf74a60,2025-04-17 06:00:00,1835.54,VISA_10_4_FRAUD,VISA,AMEX_INTL,ELECTRONICS,A_ATTEMPTED,UNKNOWN,DTDC,False,True,True,True,0,2,24,4,0
dsp_00306,pay_c678a4b1af4d,2025-04-17 05:00:00,1580.35,MC_4853_GOODS_SERVICES,MASTERCARD,KOTAK,FASHION_APPAREL,N_NOT_ENROLLED,DELIVERED,BLUEDART,True,True,False,True,1,2,27,5,1
dsp_00307,pay_2a6659d5a15b,2025-04-18 08:00:00,1502.91,VISA_13_3_DEFECTIVE,VISA,ICICI,TRAVEL_HOTEL,U_UNAVAILABLE,IN_TRANSIT,DELHIVERY,False,True,False,True,0,2,70,9,0
dsp_00308,pay_c536b8cff214,2025-04-18 09:00:00,233.94,VISA_13_1_NOT_RECEIVED,VISA,CITI_INTL,FASHION_APPAREL,N_NOT_ENROLLED,IN_TRANSIT,BLUEDART,False,True,False,True,1,0,7,7,0
dsp_00309,pay_4f5513035c17,2025-04-18 06:00:00,13519.84,VISA_13_1_NOT_RECEIVED,VISA,CITI_INTL,ELECTRONICS,U_UNAVAILABLE,DELIVERED,FEDEX_INTL,True,True,True,False,0,2,80,4,1
dsp_00310,pay_c7a208275e8d,2025-04-18 10:00:00,2717.78,VISA_13_3_DEFECTIVE,VISA,AMEX_INTL,ELECTRONICS,N_NOT_ENROLLED,DELIVERED,BLUEDART,True,True,True,True,5,1,53,3,1
dsp_00311,pay_0f5badd2b775,2025-04-19 00:00:00,937.85,VISA_13_1_NOT_RECEIVED,VISA,CITI_INTL,FOOD_DELIVERY,A_ATTEMPTED,DELIVERED,FEDEX_INTL,True,True,False,True,1,0,89,4,1
dsp_00312,pay_0a4454bfb57e,2025-04-19 10:00:00,32904.56,VISA_13_1_NOT_RECEIVED,VISA,AMEX_INTL,FASHION_APPAREL,N_NOT_ENROLLED,DELIVERED,BLUEDART,True,True,True,True,2,2,68,5,0
dsp_00313,pay_721c1950fd7d,2025-04-19 11:00:00,195.73,VISA_10_4_FRAUD,VISA,SBI,FASHION_APPAREL,U_UNAVAILABLE,RETURNED,INDIAPOST,False,True,True,True,0,0,73,10,0
dsp_00314,pay_383900135af6,2025-04-20 10:00:00,20466.21,VISA_13_3_DEFECTIVE,VISA,CITI_INTL,FOOD_DELIVERY,U_UNAVAILABLE,UNKNOWN,FEDEX_INTL,False,True,False,True,3,6,44,9,0
dsp_00315,pay_e5ba788e1c0a,2025-04-20 03:00:00,8988.09,VISA_13_3_DEFECTIVE,VISA,CITI_INTL,TRAVEL_HOTEL,U_UNAVAILABLE,UNKNOWN,DTDC,False,True,False,True,0,2,21,14,1
dsp_00316,pay_9daa82121d34,2025-04-20 21:00:00,9328.99,VISA_13_1_NOT_RECEIVED,VISA,ICICI,DIGITAL_SAAS,N_NOT_ENROLLED,NOT_APPLICABLE,NONE,False,False,True,False,1,0,19,8,0
dsp_00317,pay_4a6c1c9b1b3a,2025-04-21 02:00:00,1817.41,MC_4837_FRAUD,MASTERCARD,AMEX_INTL,FOOD_DELIVERY,U_UNAVAILABLE,DELIVERED,INDIAPOST,True,True,True,True,0,0,57,11,1
dsp_00318,pay_c95189a2c911,2025-04-21 11:00:00,3401.72,VISA_13_1_NOT_RECEIVED,VISA,ICICI,ECOMM_RETAIL,U_UNAVAILABLE,DELIVERED,BLUEDART,True,True,True,True,0,4,47,12,1
dsp_00319,pay_d4ad8c8da4e8,2025-04-21 15:00:00,512.75,MC_4853_GOODS_SERVICES,MASTERCARD,SBI,TRAVEL_HOTEL,N_NOT_ENROLLED,RETURNED,INDIAPOST,False,True,False,False,2,2,73,3,0
dsp_00320,pay_9407c9e52a82,2025-04-22 18:00:00,700.85,VISA_13_3_DEFECTIVE,VISA,ICICI,DIGITAL_SAAS,N_NOT_ENROLLED,NOT_APPLICABLE,NONE,False,False,False,True,1,0,33,14,0
dsp_00321,pay_45e25e58482d,2025-04-22 00:00:00,1459.3,VISA_10_4_FRAUD,VISA,HDFC,FASHION_APPAREL,Y_AUTHENTICATED,IN_TRANSIT,INDIAPOST,False,False,True,True,1,0,14,5,0
dsp_00322,pay_36e3e5ab6eca,2025-04-22 00:00:00,3083.84,VISA_10_4_FRAUD,VISA,ICICI,DIGITAL_SAAS,N_NOT_ENROLLED,NOT_APPLICABLE,NONE,False,True,False,True,0,4,52,14,1
dsp_00323,pay_0f248a4b4c42,2025-04-22 17:00:00,2536.41,VISA_13_3_DEFECTIVE,VISA,AMEX_INTL,DIGITAL_SAAS,Y_AUTHENTICATED,NOT_APPLICABLE,NONE,False,True,False,True,0,3,39,11,0
dsp_00324,pay_060b6ca25224,2025-04-23 15:00:00,806.28,VISA_13_1_NOT_RECEIVED,VISA,ICICI,ECOMM_RETAIL,A_ATTEMPTED,RETURNED,FEDEX_INTL,False,True,True,True,0,2,38,12,1
dsp_00325,pay_16056691dc7d,2025-04-23 17:00:00,1288.93,MC_4837_FRAUD,MASTERCARD,CITI_INTL,TRAVEL_HOTEL,A_ATTEMPTED,DELIVERED,BLUEDART,True,True,True,True,1,0,80,14,1
dsp_00326,pay_ddd0cefc7490,2025-04-23 12:00:00,1061.09,VISA_13_3_DEFECTIVE,VISA,SBI,FASHION_APPAREL,A_ATTEMPTED,UNKNOWN,BLUEDART,False,True,True,True,0,0,72,6,0
dsp_00327,pay_1b725f6183e7,2025-04-24 00:00:00,2994.21,VISA_13_3_DEFECTIVE,VISA,AMEX_INTL,TRAVEL_HOTEL,Y_AUTHENTICATED,DELIVERED,BLUEDART,True,True,True,True,5,0,61,10,1
dsp_00328,pay_cec4177298d8,2025-04-24 11:00:00,16152.9,VISA_13_3_DEFECTIVE,VISA,AMEX_INTL,FASHION_APPAREL,A_ATTEMPTED,DELIVERED,DELHIVERY,False,True,True,True,0,3,82,8,0
dsp_00329,pay_4296ad3cae96,2025-04-24 05:00:00,246.78,VISA_10_4_FRAUD,VISA,HDFC,FOOD_DELIVERY,U_UNAVAILABLE,UNKNOWN,INDIAPOST,False,True,True,False,0,1,64,8,0
dsp_00330,pay_5e346a6f2939,2025-04-25 12:00:00,2188.38,MC_4853_GOODS_SERVICES,MASTERCARD,HDFC,FASHION_APPAREL,Y_AUTHENTICATED,DELIVERED,DELHIVERY,False,True,True,True,0,1,61,8,1
dsp_00331,pay_b6166578f7f3,2025-04-25 16:00:00,1260.96,MC_4853_GOODS_SERVICES,MASTERCARD,HDFC,DIGITAL_SAAS,U_UNAVAILABLE,NOT_APPLICABLE,NONE,False,True,True,True,3,0,38,5,0
dsp_00332,pay_0def5312b737,2025-04-25 12:00:00,468.59,MC_4853_GOODS_SERVICES,MASTERCARD,AMEX_INTL,ELECTRONICS,A_ATTEMPTED,DELIVERED,FEDEX_INTL,True,True,True,False,2,4,15,3,1
dsp_00333,pay_9625c3353d63,2025-04-25 05:00:00,2579.21,VISA_13_3_DEFECTIVE,VISA,KOTAK,DIGITAL_SAAS,Y_AUTHENTICATED,NOT_APPLICABLE,NONE,False,True,True,True,0,1,72,8,0
dsp_00334,pay_a88ce299a8f7,2025-04-26 02:00:00,356.18,MC_4853_GOODS_SERVICES,MASTERCARD,ICICI,ELECTRONICS,U_UNAVAILABLE,DELIVERED,BLUEDART,True,False,True,False,0,1,86,6,1
dsp_00335,pay_e4fd49a5c08b,2025-04-26 01:00:00,487.33,VISA_13_3_DEFECTIVE,VISA,HDFC,FOOD_DELIVERY,N_NOT_ENROLLED,DELIVERED,DELHIVERY,True,True,True,True,0,6,84,5,1
dsp_00336,pay_4ca757726ddd,2025-04-26 08:00:00,2653.05,MC_4837_FRAUD,MASTERCARD,AMEX_INTL,FASHION_APPAREL,Y_AUTHENTICATED,UNKNOWN,INDIAPOST,False,True,True,True,1,0,7,13,0
dsp_00337,pay_25ba635d5efe,2025-04-27 08:00:00,756.7,VISA_10_4_FRAUD,VISA,HDFC,FASHION_APPAREL,Y_AUTHENTICATED,DELIVERED,DELHIVERY,True,True,True,False,0,0,43,14,1
dsp_00338,pay_12debb014e44,2025-04-27 23:00:00,4003.93,VISA_10_4_FRAUD,VISA,ICICI,ELECTRONICS,Y_AUTHENTICATED,RETURNED,DELHIVERY,False,True,True,True,0,0,65,10,1
dsp_00339,pay_08018fa56f06,2025-04-27 07:00:00,370.74,VISA_13_3_DEFECTIVE,VISA,HDFC,DIGITAL_SAAS,U_UNAVAILABLE,NOT_APPLICABLE,NONE,False,True,True,False,0,1,89,5,0
dsp_00340,pay_778c3fc84ad4,2025-04-28 04:00:00,4019.85,MC_4837_FRAUD,MASTERCARD,ICICI,TRAVEL_HOTEL,A_ATTEMPTED,UNKNOWN,DELHIVERY,False,True,True,False,5,0,30,7,0
dsp_00341,pay_63691059acbe,2025-04-28 10:00:00,2322.45,MC_4837_FRAUD,MASTERCARD,KOTAK,DIGITAL_SAAS,N_NOT_ENROLLED,NOT_APPLICABLE,NONE,False,True,True,True,5,4,21,10,0
dsp_00342,pay_406e0a9cc9b7,2025-04-28 13:00:00,7978.14,VISA_13_3_DEFECTIVE,VISA,SBI,ECOMM_RETAIL,U_UNAVAILABLE,UNKNOWN,INDIAPOST,False,False,True,True,1,6,44,11,0
dsp_00343,pay_135a0ff3a87f,2025-04-29 08:00:00,163.47,VISA_13_1_NOT_RECEIVED,VISA,AXIS,FOOD_DELIVERY,Y_AUTHENTICATED,RETURNED,DELHIVERY,False,True,False,False,1,1,19,13,0
dsp_00344,pay_4606f11048e3,2025-04-29 07:00:00,548.0,MC_4837_FRAUD,MASTERCARD,KOTAK,TRAVEL_HOTEL,Y_AUTHENTICATED,DELIVERED,INDIAPOST,True,False,True,True,2,3,82,12,1
dsp_00345,pay_b563729fa021,2025-04-29 14:00:00,4583.76,VISA_13_3_DEFECTIVE,VISA,HDFC,ECOMM_RETAIL,U_UNAVAILABLE,DELIVERED,INDIAPOST,True,True,True,True,1,0,32,6,1
dsp_00346,pay_7c224e9f5aad,2025-04-29 06:00:00,522.73,VISA_13_1_NOT_RECEIVED,VISA,AXIS,ECOMM_RETAIL,N_NOT_ENROLLED,DELIVERED,DELHIVERY,True,True,False,True,1,4,19,7,1
dsp_00347,pay_d3f45a7a2ddf,2025-04-30 03:00:00,10054.19,MC_4837_FRAUD,MASTERCARD,AXIS,FOOD_DELIVERY,A_ATTEMPTED,DELIVERED,INDIAPOST,True,True,False,True,1,3,86,3,1
dsp_00348,pay_f451aff1e8cd,2025-04-30 17:00:00,11053.07,MC_4837_FRAUD,MASTERCARD,CITI_INTL,FOOD_DELIVERY,U_UNAVAILABLE,IN_TRANSIT,INDIAPOST,False,False,True,True,3,2,78,6,0
dsp_00349,pay_6542bce14452,2025-04-30 13:00:00,1476.29,MC_4837_FRAUD,MASTERCARD,SBI,DIGITAL_SAAS,A_ATTEMPTED,NOT_APPLICABLE,NONE,False,True,True,False,5,4,51,8,1
dsp_00350,pay_2d4b0fb0e142,2025-05-01 19:00:00,786.96,VISA_10_4_FRAUD,VISA,AXIS,ECOMM_RETAIL,N_NOT_ENROLLED,DELIVERED,DELHIVERY,True,False,False,True,0,4,36,10,1
dsp_00351,pay_23ca844536c5,2025-05-01 12:00:00,1605.11,VISA_13_3_DEFECTIVE,VISA,HDFC,ECOMM_RETAIL,Y_AUTHENTICATED,RETURNED,DTDC,False,True,True,True,0,1,31,8,1
dsp_00352,pay_ca22ef698b6d,2025-05-01 10:00:00,2425.83,VISA_10_4_FRAUD,VISA,HDFC,TRAVEL_HOTEL,A_ATTEMPTED,DELIVERED,BLUEDART,True,True,False,True,0,1,58,4,1
dsp_00353,pay_c59b4df310a6,2025-05-02 09:00:00,9888.2,VISA_13_3_DEFECTIVE,VISA,AMEX_INTL,FOOD_DELIVERY,Y_AUTHENTICATED,RETURNED,BLUEDART,False,True,False,False,5,0,33,9,0
dsp_00354,pay_670c94eb8e40,2025-05-02 14:00:00,6194.57,MC_4837_FRAUD,MASTERCARD,HDFC,FOOD_DELIVERY,N_NOT_ENROLLED,DELIVERED,INDIAPOST,False,False,True,True,5,0,9,4,1
dsp_00355,pay_381d82ffe5e5,2025-05-02 23:00:00,4823.49,VISA_13_3_DEFECTIVE,VISA,AMEX_INTL,ELECTRONICS,U_UNAVAILABLE,IN_TRANSIT,FEDEX_INTL,False,False,True,True,0,6,62,3,0
dsp_00356,pay_2d7c4b9ed934,2025-05-02 04:00:00,10535.61,MC_4853_GOODS_SERVICES,MASTERCARD,CITI_INTL,ELECTRONICS,Y_AUTHENTICATED,RETURNED,DELHIVERY,False,True,True,True,2,3,34,5,1
dsp_00357,pay_b1708f7513b7,2025-05-03 02:00:00,833.21,VISA_10_4_FRAUD,VISA,SBI,ECOMM_RETAIL,Y_AUTHENTICATED,UNKNOWN,BLUEDART,False,True,True,True,1,3,46,6,0
dsp_00358,pay_0912ca3b5683,2025-05-03 03:00:00,720.67,MC_4853_GOODS_SERVICES,MASTERCARD,AXIS,DIGITAL_SAAS,A_ATTEMPTED,NOT_APPLICABLE,NONE,False,False,True,True,0,3,70,7,0
dsp_00359,pay_16211129953f,2025-05-03 19:00:00,1403.42,MC_4853_GOODS_SERVICES,MASTERCARD,KOTAK,FASHION_APPAREL,N_NOT_ENROLLED,RETURNED,FEDEX_INTL,False,True,True,False,3,2,39,11,0
dsp_00360,pay_61e1a47d0f24,2025-05-04 06:00:00,2839.22,VISA_13_1_NOT_RECEIVED,VISA,SBI,ELECTRONICS,Y_AUTHENTICATED,DELIVERED,DELHIVERY,True,False,True,False,3,0,43,9,1
dsp_00361,pay_4d054fe53f08,2025-05-04 17:00:00,2604.46,MC_4853_GOODS_SERVICES,MASTERCARD,AXIS,TRAVEL_HOTEL,U_UNAVAILABLE,RETURNED,DTDC,False,True,False,False,1,2,5,12,0
dsp_00362,pay_fe29ed03ef16,2025-05-04 18:00:00,500.15,VISA_10_4_FRAUD,VISA,ICICI,FOOD_DELIVERY,Y_AUTHENTICATED,IN_TRANSIT,INDIAPOST,False,False,True,True,1,3,3,14,1
dsp_00363,pay_27d45fab12d4,2025-05-05 00:00:00,2920.27,MC_4853_GOODS_SERVICES,MASTERCARD,AMEX_INTL,FOOD_DELIVERY,U_UNAVAILABLE,DELIVERED,INDIAPOST,True,True,True,True,5,0,69,2,1
dsp_00364,pay_c011c4cf3470,2025-05-05 14:00:00,156.17,MC_4853_GOODS_SERVICES,MASTERCARD,AXIS,ELECTRONICS,N_NOT_ENROLLED,RETURNED,INDIAPOST,False,True,False,True,0,1,4,11,0
dsp_00365,pay_f65000830368,2025-05-05 18:00:00,1883.74,MC_4853_GOODS_SERVICES,MASTERCARD,HDFC,FASHION_APPAREL,U_UNAVAILABLE,RETURNED,BLUEDART,False,False,True,True,0,1,41,10,0
dsp_00366,pay_1ecf89fde176,2025-05-06 22:00:00,12677.3,MC_4853_GOODS_SERVICES,MASTERCARD,AXIS,ECOMM_RETAIL,N_NOT_ENROLLED,RETURNED,DELHIVERY,False,True,True,False,0,0,67,2,0
dsp_00367,pay_a1c7e1e1b7e0,2025-05-06 15:00:00,570.67,MC_4853_GOODS_SERVICES,MASTERCARD,AMEX_INTL,DIGITAL_SAAS,Y_AUTHENTICATED,NOT_APPLICABLE,NONE,False,True,True,True,3,6,72,2,1
dsp_00368,pay_31fb04f9bfa8,2025-05-06 12:00:00,470.87,VISA_10_4_FRAUD,VISA,ICICI,FASHION_APPAREL,N_NOT_ENROLLED,DELIVERED,FEDEX_INTL,False,False,True,True,0,4,18,9,1
dsp_00369,pay_f6cfc14e8964,2025-05-06 11:00:00,199.57,MC_4853_GOODS_SERVICES,MASTERCARD,AMEX_INTL,FOOD_DELIVERY,N_NOT_ENROLLED,DELIVERED,DTDC,False,True,True,True,0,6,80,10,0
dsp_00370,pay_b22dd0c66173,2025-05-07 23:00:00,808.05,VISA_13_3_DEFECTIVE,VISA,ICICI,TRAVEL_HOTEL,A_ATTEMPTED,DELIVERED,BLUEDART,True,True,True,True,5,2,17,4,1
dsp_00371,pay_f57e42b8e47b,2025-05-07 05:00:00,1356.42,VISA_10_4_FRAUD,VISA,CITI_INTL,ELECTRONICS,A_ATTEMPTED,DELIVERED,BLUEDART,False,False,True,True,0,2,74,4,0
dsp_00372,pay_b23f25c3ede6,2025-05-07 17:00:00,2970.89,VISA_13_1_NOT_RECEIVED,VISA,KOTAK,ECOMM_RETAIL,A_ATTEMPTED,IN_TRANSIT,INDIAPOST,False,True,False,True,0,0,70,13,0
dsp_00373,pay_1503aa102284,2025-05-08 14:00:00,6737.01,VISA_13_1_NOT_RECEIVED,VISA,AMEX_INTL,FASHION_APPAREL,N_NOT_ENROLLED,UNKNOWN,INDIAPOST,False,False,True,True,0,1,59,6,0
dsp_00374,pay_ec859f557ea5,2025-05-08 01:00:00,1904.81,MC_4853_GOODS_SERVICES,MASTERCARD,HDFC,ELECTRONICS,Y_AUTHENTICATED,RETURNED,INDIAPOST,False,True,True,True,1,2,22,5,1
dsp_00375,pay_3cd58856e59e,2025-05-08 13:00:00,590.0,VISA_10_4_FRAUD,VISA,SBI,ECOMM_RETAIL,U_UNAVAILABLE,DELIVERED,FEDEX_INTL,False,True,True,True,5,0,72,9,1
dsp_00376,pay_934f8758cdf5,2025-05-09 19:00:00,2168.75,VISA_13_1_NOT_RECEIVED,VISA,SBI,ECOMM_RETAIL,U_UNAVAILABLE,RETURNED,FEDEX_INTL,False,True,True,True,1,1,45,8,0
dsp_00377,pay_f7a57bb93ee0,2025-05-09 13:00:00,2947.04,MC_4853_GOODS_SERVICES,MASTERCARD,AMEX_INTL,FASHION_APPAREL,A_ATTEMPTED,IN_TRANSIT,BLUEDART,False,True,True,True,0,1,64,2,0
dsp_00378,pay_19afa17562a7,2025-05-09 19:00:00,18875.71,MC_4837_FRAUD,MASTERCARD,ICICI,FOOD_DELIVERY,Y_AUTHENTICATED,IN_TRANSIT,DELHIVERY,False,True,False,True,3,0,81,3,1
dsp_00379,pay_fe8d4078ac29,2025-05-09 22:00:00,890.82,VISA_13_3_DEFECTIVE,VISA,SBI,FASHION_APPAREL,U_UNAVAILABLE,DELIVERED,DTDC,False,True,True,False,3,4,64,12,1
dsp_00380,pay_dad21dc13a61,2025-05-10 05:00:00,788.07,MC_4837_FRAUD,MASTERCARD,SBI,TRAVEL_HOTEL,N_NOT_ENROLLED,UNKNOWN,INDIAPOST,False,False,False,True,2,0,26,2,0
dsp_00381,pay_2688b5e4bd63,2025-05-10 05:00:00,2441.47,MC_4853_GOODS_SERVICES,MASTERCARD,AXIS,ECOMM_RETAIL,N_NOT_ENROLLED,DELIVERED,DTDC,True,True,True,True,1,4,77,7,1
dsp_00382,pay_ead643b36ca9,2025-05-10 04:00:00,2425.35,MC_4853_GOODS_SERVICES,MASTERCARD,AMEX_INTL,FOOD_DELIVERY,Y_AUTHENTICATED,IN_TRANSIT,DELHIVERY,False,True,True,True,3,1,69,10,1
dsp_00383,pay_e89f5ee71c9c,2025-05-11 23:00:00,9226.37,MC_4837_FRAUD,MASTERCARD,SBI,TRAVEL_HOTEL,Y_AUTHENTICATED,IN_TRANSIT,DELHIVERY,False,True,True,True,2,6,61,9,0
dsp_00384,pay_3de2a70a63b1,2025-05-11 18:00:00,1696.31,VISA_10_4_FRAUD,VISA,HDFC,ECOMM_RETAIL,N_NOT_ENROLLED,DELIVERED,FEDEX_INTL,True,True,True,True,0,0,89,7,1
dsp_00385,pay_eae1fb5ccebe,2025-05-11 16:00:00,1729.19,MC_4853_GOODS_SERVICES,MASTERCARD,HDFC,TRAVEL_HOTEL,A_ATTEMPTED,DELIVERED,BLUEDART,True,True,True,True,0,1,16,5,0
dsp_00386,pay_6da3360f4b8b,2025-05-12 17:00:00,3669.54,MC_4837_FRAUD,MASTERCARD,AMEX_INTL,FOOD_DELIVERY,Y_AUTHENTICATED,DELIVERED,BLUEDART,False,True,True,True,5,4,6,4,1
dsp_00387,pay_af396c8c3f08,2025-05-12 02:00:00,1239.02,MC_4853_GOODS_SERVICES,MASTERCARD,KOTAK,DIGITAL_SAAS,A_ATTEMPTED,NOT_APPLICABLE,NONE,False,True,False,True,3,6,75,3,1
dsp_00388,pay_2159d6eb7b76,2025-05-12 11:00:00,972.68,MC_4837_FRAUD,MASTERCARD,AMEX_INTL,TRAVEL_HOTEL,N_NOT_ENROLLED,IN_TRANSIT,DTDC,False,True,False,True,0,3,79,4,1
dsp_00389,pay_52db7e1955fb,2025-05-13 00:00:00,1231.16,VISA_13_1_NOT_RECEIVED,VISA,HDFC,FOOD_DELIVERY,U_UNAVAILABLE,DELIVERED,BLUEDART,True,True,True,True,0,1,58,13,1
dsp_00390,pay_fd26fe6154b1,2025-05-13 23:00:00,6652.39,MC_4853_GOODS_SERVICES,MASTERCARD,ICICI,TRAVEL_HOTEL,Y_AUTHENTICATED,DELIVERED,FEDEX_INTL,False,True,True,True,2,1,31,12,1
dsp_00391,pay_6e830a8da1f0,2025-05-13 13:00:00,2017.38,VISA_13_3_DEFECTIVE,VISA,ICICI,ELECTRONICS,N_NOT_ENROLLED,UNKNOWN,DTDC,False,False,True,True,1,3,27,10,0
dsp_00392,pay_6d21af43435f,2025-05-13 20:00:00,1978.14,VISA_10_4_FRAUD,VISA,AXIS,FASHION_APPAREL,A_ATTEMPTED,IN_TRANSIT,BLUEDART,False,True,True,True,3,1,63,2,1
dsp_00393,pay_d5ab46b246bd,2025-05-14 02:00:00,2806.25,VISA_10_4_FRAUD,VISA,AXIS,ECOMM_RETAIL,A_ATTEMPTED,DELIVERED,INDIAPOST,False,True,True,True,5,4,20,8,1
dsp_00394,pay_3f8b39f55f9e,2025-05-14 20:00:00,1255.68,MC_4837_FRAUD,MASTERCARD,AMEX_INTL,DIGITAL_SAAS,U_UNAVAILABLE,NOT_APPLICABLE,NONE,False,True,True,False,0,0,62,5,0
